Question_ID,Subject,Year,Exam_Name,Question_Type,Marks,Difficulty_Level,Topic,Repeated_Count,Last_Appearance_Year,Exam_Date,,,,,,,,,,
Q0243,Biology,2015,Exam_4,MCQ,5,Easy,Organic,2,2015,03-09-2021,,,,,,,,,,
Q0244,Physics,2018,Exam_5,Long Answer,2,Medium,Algebra,2,2024,2/15/2016,,,,,,,,,,
Q0245,Physics,2024,Exam_2,Long Answer,15,Medium,Genetics,6,2024,12-11-2020,,,,,,,,,,
Q0246,Biology,2025,Exam_1,Numerical,2,Easy,Genetics,8,2025,12-06-2015,,,,,,,,,,
Q0247,Maths,2021,Exam_4,Numerical,5,Hard,Genetics,9,2021,3/21/2024,,,,,,,,,,
Q0248,Biology,2024,Exam_3,Long Answer,10,Easy,Mechanics,0,2025,5/16/2023,,,,,,,,,,
Q0249,Maths,2021,Exam_3,Numerical,15,Hard,Mechanics,10,2023,7/28/2021,,,,,,,,,,
Q0250,Biology,2020,Exam_2,Numerical,15,Hard,Organic,5,2020,3/18/2023,,,,,,,,,,
Q0251,Biology,2019,Exam_4,Short Answer,10,Medium,Genetics,8,2020,6/18/2019,,,,,,,,,,
Q0252,Biology,2015,Exam_5,Short Answer,15,Medium,Organic,4,2016,04-01-2024,,,,,,,,,,
Q0253,Biology,2024,Exam_4,Short Answer,10,Hard,Programming,7,2025,7/13/2021,,,,,,,,,,
Q0254,Maths,2022,Exam_3,MCQ,15,Easy,Algebra,7,2023,6/14/2021,,,,,,,,,,
Q0255,Computer Science,2024,Exam_3,MCQ,10,Easy,Organic,5,2024,11/25/2018,,,,,,,,,,
Q0256,Physics,2018,Exam_4,Numerical,10,Hard,Algebra,3,2025,05-05-2017,,,,,,,,,,
Q0257,Chemistry,2023,Exam_4,Numerical,15,Hard,Mechanics,0,2023,08-04-2015,,,,,,,,,,
Q0258,Physics,2018,Exam_2,Numerical,2,Medium,Genetics,8,2025,06-05-2023,,,,,,,,,,
Q0259,Physics,2016,Exam_3,Numerical,15,Medium,Genetics,2,2024,04-02-2022,,,,,,,,,,
Q0260,Biology,2019,Exam_1,MCQ,5,Hard,Genetics,1,2021,12/20/2019,,,,,,,,,,
Q0261,Computer Science,2020,Exam_3,Numerical,10,Medium,Algebra,1,2022,1/25/2018,,,,,,,,,,
Q0262,Biology,2019,Exam_5,Short Answer,10,Hard,Programming,4,2019,2/19/2024,,,,,,,,,,
Q0263,Physics,2019,Exam_3,MCQ,5,Medium,Organic,2,2023,01-11-2024,,,,,,,,,,
Q0264,Maths,2015,Exam_4,MCQ,10,Easy,Genetics,8,2015,7/29/2024,,,,,,,,,,
Q0265,Computer Science,2015,Exam_2,Numerical,15,Medium,Genetics,3,2024,7/15/2017,,,,,,,,,,
Q0266,Maths,2016,Exam_5,MCQ,10,Hard,Algebra,3,2018,5/19/2017,,,,,,,,,,
Q0267,Chemistry,2021,Exam_1,MCQ,15,Easy,Algebra,0,2023,12-10-2024,,,,,,,,,,
Q0268,Chemistry,2015,Exam_1,Short Answer,15,Hard,Organic,2,2017,12/19/2024,,,,,,,,,,
Q0269,Physics,2024,Exam_5,Short Answer,5,Hard,Mechanics,2,2025,11/17/2023,,,,,,,,,,
Q0270,Maths,2015,Exam_4,MCQ,10,Easy,Mechanics,3,2015,01-07-2024,,,,,,,,,,
Q0271,Chemistry,2019,Exam_4,Long Answer,15,Hard,Genetics,8,2024,1/26/2022,,,,,,,,,,
Q0272,Biology,2019,Exam_5,Short Answer,15,Easy,Genetics,9,2019,03-05-2023,,,,,,,,,,
Q0273,Computer Science,2016,Exam_5,Numerical,5,Hard,Genetics,4,2020,2/20/2024,,,,,,,,,,
Q0274,Chemistry,2018,Exam_2,Long Answer,5,Easy,Organic,6,2022,12/23/2016,,,,,,,,,,
Q0275,Computer Science,2018,Exam_1,Short Answer,2,Easy,Programming,10,2021,3/20/2015,,,,,,,,,,
Q0276,Biology,2019,Exam_1,MCQ,15,Medium,Mechanics,7,2020,6/19/2016,,,,,,,,,,
Q0277,Chemistry,2024,Exam_3,Short Answer,5,Easy,Genetics,4,2025,10/14/2020,,,,,,,,,,
Q0278,Biology,2018,Exam_3,Short Answer,15,Easy,Genetics,1,2019,06-01-2015,,,,,,,,,,
Q0279,Computer Science,2025,Exam_3,Long Answer,2,Medium,Programming,0,2025,08-03-2024,,,,,,,,,,
Q0280,Chemistry,2018,Exam_2,Short Answer,2,Easy,Algebra,0,2024,11/28/2016,,,,,,,,,,
Q0281,Computer Science,2023,Exam_1,Short Answer,5,Easy,Programming,5,2023,11/14/2024,,,,,,,,,,
Q0282,Computer Science,2019,Exam_5,Long Answer,5,Easy,Programming,10,2020,10/15/2017,,,,,,,,,,
Q0283,Chemistry,2018,Exam_1,Numerical,2,Hard,Organic,10,2025,02-02-2022,,,,,,,,,,
Q0284,Chemistry,2022,Exam_3,Short Answer,5,Hard,Mechanics,9,2023,7/21/2023,,,,,,,,,,
Q0285,Maths,2022,Exam_5,Long Answer,5,Hard,Programming,9,2023,08-09-2024,,,,,,,,,,
Q0286,Physics,2020,Exam_2,Numerical,15,Hard,Programming,5,2020,7/27/2021,,,,,,,,,,
Q0287,Maths,2017,Exam_1,Long Answer,15,Medium,Algebra,8,2020,04-09-2023,,,,,,,,,,
Q0288,Maths,2023,Exam_5,Short Answer,2,Hard,Programming,4,2023,08-05-2024,,,,,,,,,,
Q0289,Chemistry,2019,Exam_4,Short Answer,2,Hard,Genetics,7,2021,01-08-2021,,,,,,,,,,
Q0290,Physics,2020,Exam_4,Long Answer,2,Hard,Genetics,6,2020,11/29/2016,,,,,,,,,,
Q0291,Maths,2021,Exam_1,Long Answer,2,Hard,Organic,8,2022,07-08-2015,,,,,,,,,,
Q0292,Chemistry,2020,Exam_3,Numerical,10,Hard,Algebra,2,2024,07-12-2016,,,,,,,,,,
Q0293,Biology,2015,Exam_3,Numerical,10,Easy,Algebra,0,2024,4/28/2019,,,,,,,,,,
Q0294,Biology,2023,Exam_2,Numerical,5,Medium,Organic,2,2025,3/22/2015,,,,,,,,,,
Q0295,Biology,2022,Exam_2,MCQ,15,Medium,Organic,10,2025,11/13/2017,,,,,,,,,,
Q0296,Physics,2017,Exam_2,MCQ,15,Medium,Algebra,4,2017,10/13/2020,,,,,,,,,,
Q0297,Physics,2019,Exam_3,Short Answer,2,Easy,Organic,3,2023,4/17/2018,,,,,,,,,,
Q0298,Computer Science,2015,Exam_5,Short Answer,10,Easy,Genetics,3,2017,09-06-2019,,,,,,,,,,
Q0299,Biology,2022,Exam_1,Long Answer,15,Easy,Mechanics,4,2023,01-02-2019,,,,,,,,,,
Q0300,Chemistry,2025,Exam_4,Numerical,15,Medium,Programming,8,2025,01-04-2020,,,,,,,,,,
Q0301,Maths,2021,Exam_2,Long Answer,5,Medium,Genetics,2,2022,09-04-2015,,,,,,,,,,
Q0302,Maths,2019,Exam_1,Short Answer,2,Hard,Algebra,2,2024,9/29/2023,,,,,,,,,,
Q0303,Biology,2018,Exam_1,Numerical,15,Medium,Mechanics,2,2025,10-04-2019,,,,,,,,,,
Q0304,Chemistry,2017,Exam_2,Long Answer,15,Easy,Genetics,0,2022,2/18/2019,,,,,,,,,,
Q0305,Maths,2022,Exam_4,Long Answer,10,Medium,Algebra,7,2023,10-03-2020,,,,,,,,,,
Q0306,Biology,2019,Exam_5,Short Answer,10,Hard,Mechanics,6,2025,3/27/2020,,,,,,,,,,
Q0307,Chemistry,2015,Exam_2,MCQ,2,Medium,Mechanics,6,2015,9/26/2024,,,,,,,,,,
Q0308,Maths,2023,Exam_1,Numerical,15,Hard,Mechanics,0,2025,6/24/2017,,,,,,,,,,
Q0309,Maths,2020,Exam_4,Short Answer,10,Hard,Algebra,9,2022,06-05-2022,,,,,,,,,,
Q0310,Biology,2021,Exam_2,MCQ,15,Easy,Algebra,1,2024,11/30/2016,,,,,,,,,,
Q0311,Computer Science,2024,Exam_1,MCQ,2,Medium,Organic,5,2025,11-09-2022,,,,,,,,,,
Q0312,Biology,2023,Exam_2,Long Answer,10,Easy,Organic,0,2023,02-10-2024,,,,,,,,,,
Q0313,Chemistry,2016,Exam_1,Long Answer,15,Hard,Programming,0,2022,10-12-2018,,,,,,,,,,
Q0314,Physics,2021,Exam_2,Short Answer,2,Easy,Programming,0,2021,01-05-2023,,,,,,,,,,
Q0315,Maths,2024,Exam_2,Short Answer,5,Medium,Organic,7,2024,03-11-2020,,,,,,,,,,
Q0316,Maths,2022,Exam_3,Numerical,10,Easy,Algebra,5,2023,04-02-2021,,,,,,,,,,
Q0317,Biology,2017,Exam_5,Long Answer,10,Medium,Programming,6,2025,03-02-2023,,,,,,,,,,
Q0318,Chemistry,2017,Exam_4,Short Answer,10,Hard,Organic,7,2020,9/24/2021,,,,,,,,,,
Q0319,Computer Science,2015,Exam_2,Long Answer,2,Hard,Organic,10,2022,4/28/2023,,,,,,,,,,
Q0320,Physics,2016,Exam_4,Numerical,2,Medium,Mechanics,0,2019,4/21/2019,,,,,,,,,,
Q0321,Physics,2024,Exam_5,Short Answer,2,Hard,Genetics,0,2025,3/28/2015,,,,,,,,,,
Q0322,Maths,2021,Exam_2,MCQ,15,Easy,Programming,3,2022,07-09-2024,,,,,,,,,,
Q0323,Chemistry,2015,Exam_5,Long Answer,10,Medium,Organic,2,2025,8/18/2018,,,,,,,,,,
Q0324,Computer Science,2025,Exam_5,Long Answer,15,Easy,Programming,8,2025,05-11-2017,,,,,,,,,,
Q0325,Physics,2015,Exam_4,Short Answer,2,Medium,Mechanics,0,2018,02-04-2021,,,,,,,,,,
Q0326,Physics,2025,Exam_5,Numerical,15,Medium,Genetics,8,2025,04-04-2016,,,,,,,,,,
Q0327,Physics,2022,Exam_1,MCQ,10,Easy,Algebra,1,2024,10-04-2019,,,,,,,,,,
Q0328,Physics,2022,Exam_1,MCQ,2,Hard,Algebra,0,2024,8/16/2024,,,,,,,,,,
Q0329,Maths,2020,Exam_1,Long Answer,10,Easy,Algebra,2,2021,2/28/2017,,,,,,,,,,
Q0330,Biology,2021,Exam_5,Long Answer,15,Medium,Organic,5,2023,10-12-2023,,,,,,,,,,
Q0331,Biology,2017,Exam_3,Long Answer,15,Medium,Genetics,3,2025,9/28/2018,,,,,,,,,,
Q0332,Physics,2025,Exam_1,Numerical,2,Easy,Programming,7,2025,12-11-2017,,,,,,,,,,
Q0333,Biology,2018,Exam_1,Long Answer,2,Easy,Organic,7,2019,6/19/2022,,,,,,,,,,
Q0334,Biology,2024,Exam_5,Short Answer,15,Easy,Genetics,10,2025,4/13/2022,,,,,,,,,,
Q0335,Biology,2024,Exam_2,Long Answer,5,Medium,Mechanics,2,2025,12/26/2023,,,,,,,,,,
Q0336,Maths,2015,Exam_2,Long Answer,10,Medium,Programming,5,2017,7/28/2015,,,,,,,,,,
Q0337,Maths,2020,Exam_2,Short Answer,5,Easy,Algebra,4,2025,10/21/2016,,,,,,,,,,
Q0338,Computer Science,2023,Exam_3,Long Answer,5,Easy,Mechanics,1,2024,10-07-2023,,,,,,,,,,
Q0339,Biology,2016,Exam_2,MCQ,5,Medium,Genetics,1,2024,11-08-2024,,,,,,,,,,
Q0340,Biology,2024,Exam_1,Numerical,10,Easy,Organic,5,2024,8/24/2017,,,,,,,,,,
Q0341,Biology,2019,Exam_3,Long Answer,15,Easy,Mechanics,4,2025,8/19/2019,,,,,,,,,,
Q0342,Chemistry,2025,Exam_3,Short Answer,5,Hard,Genetics,6,2025,11-06-2019,,,,,,,,,,
Q0343,Computer Science,2025,Exam_4,Short Answer,5,Hard,Organic,5,2025,3/29/2021,,,,,,,,,,
Q0344,Biology,2017,Exam_5,Long Answer,10,Easy,Mechanics,3,2017,6/22/2024,,,,,,,,,,
Q0345,Chemistry,2021,Exam_2,Numerical,5,Easy,Programming,4,2025,7/21/2016,,,,,,,,,,
Q0346,Physics,2020,Exam_5,Long Answer,2,Hard,Genetics,3,2024,4/21/2023,,,,,,,,,,
Q0347,Physics,2020,Exam_1,Numerical,5,Medium,Genetics,7,2024,12-06-2023,,,,,,,,,,
Q0348,Maths,2017,Exam_1,MCQ,5,Hard,Organic,0,2017,10-08-2024,,,,,,,,,,
Q0349,Biology,2017,Exam_1,Numerical,5,Hard,Genetics,0,2020,10/17/2024,,,,,,,,,,
Q0350,Chemistry,2020,Exam_5,Long Answer,10,Hard,Algebra,4,2025,06-07-2023,,,,,,,,,,
Q0351,Physics,2019,Exam_4,MCQ,5,Easy,Algebra,7,2021,2/13/2021,,,,,,,,,,
Q0352,Biology,2016,Exam_2,MCQ,10,Hard,Mechanics,0,2022,10-06-2017,,,,,,,,,,
Q0353,Maths,2015,Exam_1,Short Answer,2,Hard,Organic,2,2025,12-10-2015,,,,,,,,,,
Q0354,Chemistry,2022,Exam_2,Long Answer,5,Hard,Algebra,9,2022,4/24/2023,,,,,,,,,,
Q0355,Biology,2015,Exam_5,MCQ,10,Hard,Genetics,2,2021,6/19/2019,,,,,,,,,,
Q0356,Computer Science,2019,Exam_1,Short Answer,5,Hard,Organic,5,2021,1/17/2018,,,,,,,,,,
Q0357,Computer Science,2021,Exam_3,MCQ,5,Easy,Algebra,9,2024,1/29/2017,,,,,,,,,,
Q0358,Chemistry,2015,Exam_4,Numerical,5,Hard,Organic,2,2024,12-05-2023,,,,,,,,,,
Q0359,Computer Science,2022,Exam_3,Numerical,2,Hard,Programming,5,2023,03-06-2019,,,,,,,,,,
Q0360,Physics,2020,Exam_2,MCQ,5,Easy,Programming,9,2025,6/27/2020,,,,,,,,,,
Q0361,Maths,2021,Exam_1,MCQ,2,Hard,Programming,1,2022,2/15/2021,,,,,,,,,,
Q0362,Computer Science,2024,Exam_2,Short Answer,15,Easy,Programming,5,2024,04-03-2022,,,,,,,,,,
Q0363,Computer Science,2016,Exam_4,Short Answer,5,Easy,Algebra,5,2018,3/17/2015,,,,,,,,,,
Q0364,Maths,2021,Exam_5,MCQ,15,Medium,Programming,3,2024,05-09-2024,,,,,,,,,,
Q0365,Computer Science,2024,Exam_5,Numerical,2,Medium,Genetics,9,2025,9/14/2021,,,,,,,,,,
Q0366,Maths,2025,Exam_1,Short Answer,10,Medium,Algebra,5,2025,07-03-2023,,,,,,,,,,
Q0367,Computer Science,2025,Exam_1,Short Answer,2,Hard,Mechanics,0,2025,5/14/2016,,,,,,,,,,
Q0368,Physics,2023,Exam_5,Numerical,5,Easy,Algebra,7,2023,3/18/2023,,,,,,,,,,
Q0369,Biology,2025,Exam_4,Numerical,5,Hard,Genetics,10,2025,4/19/2021,,,,,,,,,,
Q0370,Computer Science,2019,Exam_1,Short Answer,10,Easy,Mechanics,1,2023,12/31/2018,,,,,,,,,,
Q0371,Maths,2021,Exam_2,Numerical,10,Medium,Organic,2,2023,6/24/2021,,,,,,,,,,
Q0372,Computer Science,2018,Exam_5,Numerical,15,Medium,Organic,3,2018,3/20/2019,,,,,,,,,,
Q0373,Computer Science,2017,Exam_2,Long Answer,2,Easy,Mechanics,10,2020,09-08-2021,,,,,,,,,,
Q0374,Computer Science,2016,Exam_4,MCQ,5,Easy,Organic,10,2022,01-01-2022,,,,,,,,,,
Q0375,Physics,2022,Exam_4,Long Answer,2,Medium,Genetics,3,2023,12/20/2021,,,,,,,,,,
Q0376,Physics,2017,Exam_5,Numerical,2,Medium,Organic,1,2021,12/13/2019,,,,,,,,,,
Q0377,Chemistry,2017,Exam_2,Short Answer,5,Easy,Programming,9,2021,1/22/2018,,,,,,,,,,
Q0378,Maths,2016,Exam_1,Numerical,10,Easy,Mechanics,0,2016,12/26/2015,,,,,,,,,,
Q0379,Computer Science,2016,Exam_3,Short Answer,15,Easy,Mechanics,9,2022,1/15/2019,,,,,,,,,,
Q0380,Physics,2021,Exam_4,Numerical,15,Hard,Mechanics,2,2023,1/16/2022,,,,,,,,,,
Q0381,Maths,2021,Exam_2,Long Answer,2,Hard,Programming,8,2023,05-02-2019,,,,,,,,,,
Q0382,Chemistry,2020,Exam_2,MCQ,2,Medium,Organic,7,2020,06-10-2017,,,,,,,,,,
Q0383,Computer Science,2023,Exam_1,Numerical,15,Hard,Organic,3,2023,07-06-2018,,,,,,,,,,
Q0384,Biology,2017,Exam_4,Short Answer,5,Hard,Mechanics,3,2024,3/31/2016,,,,,,,,,,
Q0385,Chemistry,2019,Exam_5,MCQ,5,Medium,Mechanics,4,2023,9/16/2018,,,,,,,,,,
Q0386,Maths,2017,Exam_1,Short Answer,2,Easy,Programming,6,2018,1/21/2016,,,,,,,,,,
Q0387,Physics,2020,Exam_3,Short Answer,10,Medium,Genetics,2,2023,10-12-2021,,,,,,,,,,
Q0388,Chemistry,2017,Exam_3,Numerical,10,Easy,Algebra,8,2017,12/18/2017,,,,,,,,,,
Q0389,Computer Science,2020,Exam_3,Short Answer,15,Hard,Programming,9,2022,9/20/2018,,,,,,,,,,
Q0390,Maths,2015,Exam_1,Long Answer,5,Medium,Mechanics,5,2016,4/16/2021,,,,,,,,,,
Q0391,Chemistry,2016,Exam_4,Numerical,15,Hard,Genetics,0,2023,03-03-2024,,,,,,,,,,
Q0392,Physics,2021,Exam_1,Long Answer,5,Hard,Genetics,10,2025,10-08-2021,,,,,,,,,,
Q0393,Physics,2019,Exam_4,MCQ,15,Medium,Genetics,8,2025,07-07-2023,,,,,,,,,,
Q0394,Chemistry,2021,Exam_1,Numerical,10,Hard,Organic,1,2025,1/20/2021,,,,,,,,,,
Q0395,Biology,2025,Exam_5,Short Answer,5,Medium,Algebra,9,2025,7/24/2023,,,,,,,,,,
Q0396,Biology,2015,Exam_3,Long Answer,10,Easy,Programming,3,2024,12/18/2015,,,,,,,,,,
Q0397,Chemistry,2021,Exam_2,Numerical,5,Easy,Algebra,5,2025,06-09-2023,,,,,,,,,,
Q0398,Physics,2023,Exam_5,Long Answer,15,Hard,Organic,3,2025,06-02-2016,,,,,,,,,,
Q0399,Computer Science,2016,Exam_5,Long Answer,2,Medium,Genetics,6,2024,07-12-2022,,,,,,,,,,
Q0400,Physics,2022,Exam_2,Long Answer,2,Easy,Programming,10,2024,01-06-2015,,,,,,,,,,
Q0401,Computer Science,2020,Exam_2,Numerical,5,Medium,Algebra,4,2023,4/17/2021,,,,,,,,,,
Q0402,Biology,2019,Exam_5,Long Answer,15,Hard,Genetics,8,2020,12/18/2019,,,,,,,,,,
Q0403,Physics,2023,Exam_2,Numerical,2,Hard,Mechanics,1,2024,10-07-2023,,,,,,,,,,
Q0404,Maths,2019,Exam_3,MCQ,10,Medium,Mechanics,8,2023,02-04-2020,,,,,,,,,,
Q0405,Chemistry,2019,Exam_4,Numerical,2,Easy,Mechanics,0,2021,5/20/2024,,,,,,,,,,
Q0406,Chemistry,2023,Exam_3,Long Answer,15,Easy,Programming,2,2024,12-10-2023,,,,,,,,,,
Q0407,Computer Science,2021,Exam_1,MCQ,2,Hard,Genetics,1,2025,12-07-2021,,,,,,,,,,
Q0408,Computer Science,2015,Exam_5,Numerical,10,Medium,Programming,9,2020,03-05-2016,,,,,,,,,,
Q0409,Physics,2022,Exam_1,Short Answer,2,Hard,Algebra,7,2022,05-06-2024,,,,,,,,,,
Q0410,Physics,2019,Exam_1,Numerical,15,Hard,Genetics,6,2019,10-10-2018,,,,,,,,,,
Q0411,Physics,2022,Exam_1,Long Answer,15,Medium,Programming,1,2022,11/16/2019,,,,,,,,,,
Q0412,Chemistry,2019,Exam_2,Long Answer,15,Easy,Algebra,10,2020,8/21/2019,,,,,,,,,,
Q0413,Biology,2019,Exam_4,Short Answer,5,Easy,Programming,0,2023,08-06-2020,,,,,,,,,,
Q0414,Chemistry,2015,Exam_4,Short Answer,2,Hard,Mechanics,7,2025,5/19/2016,,,,,,,,,,
Q0415,Physics,2016,Exam_1,Long Answer,15,Hard,Programming,4,2024,5/14/2015,,,,,,,,,,
Q0416,Physics,2023,Exam_1,MCQ,15,Easy,Genetics,8,2025,12/30/2020,,,,,,,,,,
Q0417,Chemistry,2015,Exam_1,Short Answer,10,Medium,Genetics,10,2017,05-05-2016,,,,,,,,,,
Q0418,Chemistry,2018,Exam_1,Short Answer,5,Easy,Mechanics,7,2018,09-11-2016,,,,,,,,,,
Q0419,Maths,2020,Exam_3,Short Answer,10,Easy,Mechanics,8,2024,02-12-2019,,,,,,,,,,
Q0420,Chemistry,2023,Exam_2,Long Answer,10,Hard,Programming,9,2024,6/21/2016,,,,,,,,,,
Q0421,Chemistry,2016,Exam_5,Long Answer,10,Medium,Programming,6,2022,8/17/2019,,,,,,,,,,
Q0422,Biology,2024,Exam_5,MCQ,15,Easy,Genetics,9,2025,4/28/2023,,,,,,,,,,
Q0423,Chemistry,2017,Exam_4,MCQ,10,Medium,Algebra,7,2025,05-11-2018,,,,,,,,,,
Q0424,Physics,2024,Exam_1,Numerical,15,Medium,Mechanics,1,2024,01-09-2024,,,,,,,,,,
Q0425,Biology,2020,Exam_1,Short Answer,10,Hard,Algebra,5,2025,09-03-2023,,,,,,,,,,
Q0426,Chemistry,2017,Exam_4,Short Answer,15,Medium,Organic,2,2020,07-11-2023,,,,,,,,,,
Q0427,Physics,2022,Exam_2,Long Answer,10,Easy,Programming,4,2022,01-11-2021,,,,,,,,,,
Q0428,Chemistry,2020,Exam_2,Numerical,5,Medium,Genetics,6,2022,4/13/2019,,,,,,,,,,
Q0429,Chemistry,2020,Exam_5,Long Answer,10,Medium,Genetics,9,2024,7/18/2023,,,,,,,,,,
Q0430,Biology,2023,Exam_1,MCQ,2,Medium,Organic,4,2025,6/14/2020,,,,,,,,,,
Q0431,Chemistry,2017,Exam_5,Short Answer,15,Medium,Programming,3,2022,5/18/2023,,,,,,,,,,
Q0432,Computer Science,2019,Exam_3,Numerical,15,Easy,Programming,3,2021,04-03-2024,,,,,,,,,,
Q0433,Chemistry,2021,Exam_2,Numerical,5,Medium,Mechanics,2,2025,5/15/2017,,,,,,,,,,
Q0434,Computer Science,2022,Exam_4,Short Answer,5,Medium,Algebra,0,2023,11/21/2017,,,,,,,,,,
Q0435,Chemistry,2017,Exam_1,Numerical,15,Hard,Genetics,4,2020,1/28/2018,,,,,,,,,,
Q0436,Chemistry,2020,Exam_2,Long Answer,2,Hard,Mechanics,8,2022,7/13/2016,,,,,,,,,,
Q0437,Biology,2021,Exam_3,Long Answer,5,Hard,Algebra,8,2022,5/14/2020,,,,,,,,,,
Q0438,Physics,2024,Exam_1,Long Answer,2,Easy,Programming,5,2025,02-02-2023,,,,,,,,,,
Q0439,Biology,2015,Exam_1,Long Answer,10,Hard,Algebra,7,2021,7/24/2018,,,,,,,,,,
Q0440,Computer Science,2023,Exam_2,Long Answer,5,Medium,Programming,0,2023,10/20/2017,,,,,,,,,,
Q0441,Chemistry,2023,Exam_3,MCQ,2,Medium,Organic,3,2024,1/15/2018,,,,,,,,,,
Q0442,Computer Science,2016,Exam_4,Long Answer,15,Hard,Programming,4,2019,3/22/2017,,,,,,,,,,
Q0443,Physics,2022,Exam_2,MCQ,10,Hard,Algebra,0,2025,08-11-2024,,,,,,,,,,
Q0444,Biology,2018,Exam_4,Short Answer,15,Medium,Mechanics,10,2019,6/28/2023,,,,,,,,,,
Q0445,Maths,2023,Exam_4,Numerical,10,Medium,Algebra,6,2025,02-09-2023,,,,,,,,,,
Q0446,Maths,2025,Exam_2,Long Answer,15,Easy,Organic,8,2025,7/28/2018,,,,,,,,,,
Q0447,Chemistry,2023,Exam_2,Short Answer,2,Medium,Algebra,6,2023,07-08-2016,,,,,,,,,,
Q0448,Biology,2016,Exam_1,Numerical,15,Medium,Mechanics,8,2025,06-09-2015,,,,,,,,,,
Q0449,Maths,2022,Exam_1,MCQ,10,Medium,Genetics,7,2025,5/29/2018,,,,,,,,,,
Q0450,Physics,2022,Exam_2,Long Answer,2,Hard,Organic,10,2023,8/25/2019,,,,,,,,,,
Q0451,Maths,2017,Exam_3,MCQ,5,Hard,Genetics,4,2022,02-10-2023,,,,,,,,,,
Q0452,Biology,2015,Exam_1,Numerical,10,Hard,Mechanics,1,2020,8/29/2017,,,,,,,,,,
Q0453,Computer Science,2019,Exam_2,Long Answer,15,Easy,Algebra,5,2022,11/22/2024,,,,,,,,,,
Q0454,Biology,2025,Exam_5,Short Answer,5,Easy,Mechanics,4,2025,07-04-2017,,,,,,,,,,
Q0455,Maths,2015,Exam_5,Long Answer,5,Easy,Organic,2,2024,2/17/2024,,,,,,,,,,
Q0456,Biology,2020,Exam_5,Short Answer,10,Medium,Programming,2,2024,12-12-2023,,,,,,,,,,
Q0457,Computer Science,2019,Exam_4,Numerical,5,Medium,Programming,3,2023,4/17/2016,,,,,,,,,,
Q0458,Physics,2020,Exam_3,MCQ,5,Hard,Programming,4,2022,04-07-2019,,,,,,,,,,
Q0459,Chemistry,2023,Exam_3,MCQ,10,Hard,Genetics,8,2023,12/24/2018,,,,,,,,,,
Q0460,Biology,2017,Exam_5,Short Answer,15,Easy,Algebra,2,2017,03-06-2019,,,,,,,,,,
Q0461,Physics,2024,Exam_5,Numerical,5,Hard,Organic,9,2025,1/16/2023,,,,,,,,,,
Q0462,Computer Science,2024,Exam_2,Short Answer,15,Easy,Mechanics,5,2024,5/26/2023,,,,,,,,,,
Q0463,Computer Science,2021,Exam_5,Numerical,2,Hard,Programming,6,2021,6/21/2019,,,,,,,,,,
Q0464,Maths,2022,Exam_2,Long Answer,10,Hard,Organic,10,2022,2/25/2024,,,,,,,,,,
Q0465,Computer Science,2025,Exam_2,MCQ,5,Easy,Organic,5,2025,9/30/2019,,,,,,,,,,
Q0466,Physics,2023,Exam_1,Short Answer,5,Easy,Organic,7,2025,03-08-2015,,,,,,,,,,
Q0467,Maths,2015,Exam_2,Numerical,2,Easy,Programming,9,2024,7/17/2024,,,,,,,,,,
Q0468,Computer Science,2020,Exam_5,Numerical,10,Easy,Mechanics,5,2024,04-12-2017,,,,,,,,,,
Q0469,Chemistry,2025,Exam_4,MCQ,15,Easy,Mechanics,3,2025,3/28/2017,,,,,,,,,,
Q0470,Physics,2016,Exam_2,Long Answer,10,Hard,Mechanics,5,2020,4/25/2023,,,,,,,,,,
Q0471,Physics,2019,Exam_4,Short Answer,15,Medium,Algebra,3,2025,1/29/2020,,,,,,,,,,
Q0472,Physics,2015,Exam_5,Short Answer,5,Hard,Algebra,3,2021,12/31/2018,,,,,,,,,,
Q0473,Maths,2022,Exam_2,Numerical,2,Hard,Genetics,1,2025,04-10-2022,,,,,,,,,,
Q0474,Chemistry,2023,Exam_1,MCQ,5,Easy,Organic,7,2025,08-07-2022,,,,,,,,,,
Q0475,Biology,2021,Exam_2,Long Answer,15,Medium,Organic,4,2023,4/17/2023,,,,,,,,,,
Q0476,Maths,2017,Exam_3,Long Answer,10,Easy,Algebra,5,2018,8/27/2020,,,,,,,,,,
Q0477,Chemistry,2024,Exam_2,Short Answer,5,Medium,Algebra,7,2025,6/20/2019,,,,,,,,,,
Q0478,Physics,2020,Exam_2,Numerical,2,Hard,Algebra,4,2021,3/21/2017,,,,,,,,,,
Q0479,Chemistry,2023,Exam_2,MCQ,10,Easy,Organic,8,2024,12/22/2021,,,,,,,,,,
Q0480,Physics,2015,Exam_5,Short Answer,10,Easy,Mechanics,8,2017,10/31/2024,,,,,,,,,,
Q0481,Computer Science,2023,Exam_5,Short Answer,2,Easy,Algebra,3,2024,07-07-2022,,,,,,,,,,
Q0482,Biology,2023,Exam_4,Numerical,15,Hard,Mechanics,8,2025,7/25/2019,,,,,,,,,,
Q0483,Maths,2015,Exam_2,Short Answer,10,Hard,Organic,7,2015,11/28/2023,,,,,,,,,,
Q0484,Chemistry,2015,Exam_5,Short Answer,10,Easy,Algebra,8,2022,4/24/2021,,,,,,,,,,
Q0485,Computer Science,2021,Exam_3,Short Answer,5,Easy,Organic,1,2025,03-03-2023,,,,,,,,,,
